Age,Attrition,Department,JobRole,JobLevel,OverTime,BusinessTravel,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Engagement_Index,Engagement_Category,Burnout_Risk_Score,Burnout_Risk_Level,Satisfaction_Stability_Score,Workload_Stress_Indicator
42,0,Research & Development,Manufacturing Director,2,No,Non-Travel,21,3,3,2,3,5,3,0,2.75,Moderate,0,Low,66.66666666666667,0
38,0,Research & Development,Manufacturing Director,2,No,Travel_Rarely,2,3,4,2,3,1,0,0,3.0,High,0,Low,45.566894604818266,1
38,0,Research & Development,Manufacturing Director,2,No,Travel_Rarely,29,4,4,1,1,7,7,1,3.0,High,1,Medium,0.0,1
27,0,Research & Development,Manufacturing Director,2,No,Travel_Frequently,1,1,3,3,3,2,2,2,2.25,Moderate,0,Low,33.33333333333334,2
49,0,Research & Development,Manufacturing Director,2,Yes,Non-Travel,18,4,4,1,3,7,7,1,3.0,High,1,Medium,5.71909584179366,1
34,0,Research & Development,Research Scientist,1,Yes,Travel_Frequently,10,3,4,4,4,5,3,2,3.5,High,1,Medium,66.66666666666667,3
40,0,Research & Development,Laboratory Technician,2,Yes,Travel_Rarely,19,4,3,3,4,7,2,3,3.25,High,1,Medium,61.50998205402495,2
38,1,Research & Development,Healthcare Representative,2,Yes,Travel_Rarely,29,1,2,2,3,1,0,0,2.0,Moderate,1,Medium,45.566894604818266,2
29,1,Sales,Sales Executive,3,No,Travel_Rarely,27,4,2,4,2,10,4,1,3.25,High,1,Medium,23.019964108049905,1
22,0,Research & Development,Research Scientist,1,Yes,Travel_Rarely,5,2,4,1,2,4,2,2,2.75,Moderate,2,High,16.1129507192139,2
36,0,Research & Development,Laboratory Technician,1,No,Travel_Frequently,18,4,2,1,3,8,1,1,2.5,Moderate,0,Low,13.93370341761296,2
40,0,Research & Development,Healthcare Representative,2,No,Non-Travel,9,4,4,4,1,3,2,0,3.5,High,1,Medium,0.0,0
46,0,Research & Development,Healthcare Representative,3,No,Travel_Rarely,1,1,4,3,3,4,2,0,2.75,Moderate,0,Low,16.1129507192139,1
32,1,Sales,Sales Executive,3,No,Travel_Rarely,4,4,4,3,2,14,8,9,3.0,High,1,Medium,36.17152614957746,1
30,0,Research & Development,Manufacturing Director,3,No,Non-Travel,1,3,3,3,3,11,8,5,2.75,Moderate,0,Low,100.0,0
27,0,Sales,Sales Executive,2,No,Travel_Frequently,20,3,4,4,3,7,7,0,3.5,High,0,Low,61.50998205402495,2
51,0,Research & Development,Research Director,3,No,Travel_Rarely,8,2,2,4,1,10,9,4,2.5,Moderate,1,Medium,16.1129507192139,1
30,1,Research & Development,Research Scientist,1,Yes,Travel_Rarely,3,1,4,3,3,5,2,0,2.75,Moderate,1,Medium,16.1129507192139,2
41,0,Sales,Manager,3,Yes,Travel_Rarely,6,4,4,3,3,1,0,0,3.5,High,1,Medium,61.50998205402495,2
30,1,Sales,Sales Executive,2,No,Travel_Frequently,26,1,3,3,2,6,3,0,2.25,Moderate,1,Medium,36.17152614957746,2
29,1,Research & Development,Research Scientist,1,No,Travel_Rarely,1,3,3,4,2,6,2,1,3.25,High,1,Medium,45.566894604818266,1
45,0,Sales,Sales Executive,3,No,Non-Travel,6,4,4,4,3,19,7,12,3.5,High,0,Low,66.66666666666667,0
54,0,Sales,Sales Executive,2,No,Travel_Rarely,3,1,4,4,3,6,2,0,3.0,High,0,Low,5.71909584179366,1
36,0,Research & Development,Laboratory Technician,2,No,Travel_Rarely,5,2,4,4,4,13,11,3,3.25,High,0,Low,33.33333333333334,1
33,0,Research & Development,Research Scientist,1,No,Travel_Rarely,4,2,3,4,3,3,2,1,2.75,Moderate,0,Low,45.566894604818266,1
37,0,Research & Development,Research Director,3,Yes,Travel_Frequently,11,4,2,3,3,10,8,0,3.0,High,1,Medium,45.566894604818266,3
38,0,Sales,Sales Executive,3,No,Travel_Rarely,3,3,1,3,2,16,10,5,2.5,Moderate,1,Medium,36.17152614957746,1
31,0,Research & Development,Manufacturing Director,2,No,Non-Travel,1,3,3,4,3,5,4,1,2.75,Moderate,0,Low,66.66666666666667,0
59,0,Research & Development,Research Scientist,1,No,Travel_Rarely,3,4,3,1,3,1,0,0,2.5,Moderate,0,Low,16.1129507192139,1
37,0,Sales,Sales Representative,1,No,Travel_Frequently,4,4,1,3,3,9,8,5,2.75,Moderate,0,Low,16.1129507192139,2
29,0,Sales,Sales Executive,3,No,Travel_Frequently,1,4,2,4,3,11,10,4,3.25,High,0,Low,36.17152614957746,2
35,0,Sales,Sales Executive,3,No,Travel_Frequently,1,3,3,1,4,10,7,0,2.5,Moderate,0,Low,16.1129507192139,2
29,1,Research & Development,Research Scientist,1,Yes,Travel_Rarely,18,4,3,3,2,4,3,0,3.0,High,2,High,45.566894604818266,2
52,0,Research & Development,Laboratory Technician,1,No,Travel_Rarely,2,4,3,2,2,2,2,2,2.75,Moderate,1,Medium,36.17152614957746,1
42,0,Research & Development,Manager,5,No,Travel_Rarely,4,4,3,4,3,22,17,11,3.5,High,0,Low,61.50998205402495,1
59,0,Human Resources,Human Resources,1,No,Travel_Rarely,6,3,2,4,2,2,2,2,3.0,High,1,Medium,36.17152614957746,1
50,0,Sales,Manager,5,No,Travel_Rarely,1,4,4,3,2,7,0,0,3.5,High,1,Medium,36.17152614957746,1
33,1,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,14,4,3,3,1,5,4,0,3.25,High,2,High,16.1129507192139,2
43,0,Sales,Manager,4,Yes,Travel_Rarely,16,4,4,3,3,17,13,1,3.5,High,1,Medium,61.50998205402495,2
33,1,Research & Development,Laboratory Technician,1,No,Travel_Rarely,2,1,1,1,4,9,7,1,1.5,Low,0,Low,0.0,1
52,0,Sales,Manager,5,Yes,Non-Travel,2,3,1,4,4,33,7,15,2.5,Moderate,1,Medium,5.71909584179366,1
32,0,Sales,Sales Representative,1,No,Travel_Rarely,4,2,3,1,3,4,3,1,2.25,Moderate,0,Low,36.17152614957746,1
32,1,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,1,3,4,4,1,3,2,1,3.25,High,2,High,5.71909584179366,2
39,0,Research & Development,Laboratory Technician,1,No,Travel_Rarely,1,3,3,3,3,3,2,1,3.0,High,0,Low,100.0,1
32,0,Sales,Sales Executive,2,No,Non-Travel,26,4,3,1,3,3,2,2,2.75,Moderate,0,Low,16.1129507192139,0
41,0,Research & Development,Research Scientist,2,No,Travel_Rarely,19,1,3,1,2,1,0,0,2.0,Moderate,1,Medium,36.17152614957746,1
40,0,Research & Development,Research Scientist,2,No,Travel_Rarely,24,4,1,1,3,9,8,4,2.25,Moderate,0,Low,0.0,1
45,0,Research & Development,Manager,5,No,Travel_Rarely,1,4,3,3,3,24,0,1,3.5,High,0,Low,66.66666666666667,1
31,0,Research & Development,Research Director,3,No,Travel_Frequently,3,3,2,1,3,2,2,2,2.25,Moderate,0,Low,36.17152614957746,2
33,0,Research & Development,Research Scientist,1,No,Travel_Rarely,5,4,3,3,2,2,2,0,3.0,High,1,Medium,45.566894604818266,1
34,0,Research & Development,Manufacturing Director,2,No,Travel_Rarely,2,1,4,2,3,11,9,5,2.25,Moderate,0,Low,13.93370341761296,1
37,0,Research & Development,Research Scientist,1,No,Travel_Rarely,1,1,3,1,2,3,1,0,1.75,Low,1,Medium,36.17152614957746,1
45,0,Research & Development,Manufacturing Director,2,No,Travel_Frequently,7,3,1,4,3,3,2,0,3.0,High,0,Low,16.1129507192139,2
37,1,Research & Development,Manufacturing Director,3,No,Travel_Frequently,10,3,1,2,3,1,0,0,2.25,Moderate,0,Low,36.17152614957746,2
39,0,Research & Development,Healthcare Representative,3,No,Travel_Frequently,2,3,3,4,3,19,6,11,3.25,High,0,Low,66.66666666666667,2
29,0,Research & Development,Research Scientist,1,No,Travel_Rarely,15,4,3,1,3,6,5,1,2.75,Moderate,0,Low,16.1129507192139,1
42,0,Research & Development,Research Scientist,2,Yes,Travel_Rarely,17,1,4,3,3,3,2,0,3.0,High,1,Medium,16.1129507192139,2
29,0,Sales,Sales Executive,2,No,Travel_Rarely,20,4,4,4,3,3,2,0,3.75,High,0,Low,66.66666666666667,1
25,0,Research & Development,Manufacturing Director,2,No,Travel_Rarely,1,3,1,4,3,4,2,1,2.75,Moderate,0,Low,16.1129507192139,1
42,0,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,2,1,4,3,3,9,6,7,2.5,Moderate,1,Medium,16.1129507192139,2
40,0,Research & Development,Research Director,5,No,Travel_Rarely,2,3,1,4,3,21,7,3,2.75,Moderate,0,Low,16.1129507192139,1
51,0,Research & Development,Research Scientist,1,No,Travel_Rarely,1,4,3,2,2,1,0,0,3.0,High,1,Medium,36.17152614957746,1
31,1,Research & Development,Laboratory Technician,1,No,Travel_Frequently,29,2,3,2,4,5,4,1,2.25,Moderate,0,Low,36.17152614957746,2
32,0,Research & Development,Laboratory Technician,1,No,Travel_Frequently,7,2,2,3,1,5,1,0,2.75,Moderate,1,Medium,45.566894604818266,2
38,0,Sales,Sales Executive,2,No,Non-Travel,2,4,4,4,3,8,7,7,3.5,High,0,Low,66.66666666666667,0
32,0,Research & Development,Laboratory Technician,2,No,Travel_Rarely,2,1,4,4,3,6,2,0,2.75,Moderate,0,Low,5.71909584179366,1
46,0,Sales,Manager,4,Yes,Travel_Rarely,2,2,3,2,2,7,7,7,2.0,Moderate,2,High,66.66666666666667,2
28,1,Research & Development,Laboratory Technician,1,No,Travel_Rarely,2,3,1,3,1,0,0,0,2.5,Moderate,1,Medium,23.019964108049905,1
29,0,Sales,Sales Executive,2,No,Travel_Rarely,2,2,1,2,3,0,0,0,1.75,Low,0,Low,45.566894604818266,1
31,0,Research & Development,Healthcare Representative,2,No,Travel_Rarely,23,4,2,2,3,9,0,7,2.5,Moderate,0,Low,36.17152614957746,1
25,0,Research & Development,Healthcare Representative,2,No,Non-Travel,5,1,2,4,3,6,3,1,2.75,Moderate,0,Low,13.93370341761296,0
45,0,Research & Development,Healthcare Representative,4,Yes,Travel_Rarely,20,4,3,2,3,20,7,4,3.0,High,1,Medium,45.566894604818266,2
36,0,Research & Development,Laboratory Technician,1,No,Travel_Rarely,6,4,4,3,3,15,13,10,3.5,High,0,Low,61.50998205402495,1
55,0,Research & Development,Manager,5,Yes,Travel_Rarely,1,1,4,3,3,36,10,4,2.75,Moderate,1,Medium,16.1129507192139,2
47,1,Research & Development,Manager,3,Yes,Non-Travel,29,2,1,4,2,10,7,9,2.5,Moderate,2,High,16.1129507192139,1
28,0,Research & Development,Research Scientist,1,No,Travel_Rarely,9,4,4,4,2,5,2,0,3.75,High,1,Medium,33.33333333333334,1
37,0,Sales,Sales Executive,2,No,Travel_Rarely,6,4,3,2,4,5,4,0,3.0,High,0,Low,36.17152614957746,1
21,0,Research & Development,Research Scientist,1,No,Travel_Rarely,3,3,4,1,4,3,2,1,2.5,Moderate,0,Low,5.71909584179366,1
37,0,Research & Development,Research Director,3,Yes,Non-Travel,1,4,1,1,3,5,2,0,2.25,Moderate,1,Medium,0.0,1
35,0,Research & Development,Manager,3,No,Travel_Rarely,22,2,2,2,2,7,7,6,2.5,Moderate,1,Medium,100.0,1
38,0,Sales,Sales Executive,2,Yes,Travel_Rarely,7,1,1,3,3,8,0,7,2.25,Moderate,1,Medium,23.019964108049905,2
26,0,Research & Development,Manufacturing Director,2,No,Travel_Frequently,1,2,3,1,1,6,5,1,2.25,Moderate,1,Medium,36.17152614957746,2
50,0,Research & Development,Research Director,5,No,Travel_Rarely,4,2,1,1,2,10,4,1,1.75,Low,1,Medium,61.50998205402495,1
53,0,Research & Development,Research Director,4,Yes,Travel_Rarely,3,3,3,4,2,5,3,1,3.25,High,2,High,45.566894604818266,2
42,0,Sales,Sales Executive,2,No,Travel_Rarely,1,3,2,3,3,20,16,11,2.75,Moderate,0,Low,66.66666666666667,1
29,0,Sales,Sales Executive,2,No,Travel_Frequently,2,4,2,1,2,10,7,0,2.5,Moderate,1,Medium,16.1129507192139,2
55,0,Research & Development,Laboratory Technician,2,Yes,Travel_Rarely,20,4,2,4,3,10,7,0,3.25,High,1,Medium,36.17152614957746,2
26,0,Research & Development,Healthcare Representative,2,Yes,Travel_Frequently,11,1,1,3,3,5,3,3,2.0,Moderate,1,Medium,23.019964108049905,3
37,0,Research & Development,Research Scientist,1,No,Travel_Rarely,1,4,4,2,3,17,12,5,3.25,High,0,Low,36.17152614957746,1
44,1,Research & Development,Laboratory Technician,1,Yes,Travel_Frequently,24,3,4,4,1,1,0,0,3.5,High,2,High,5.71909584179366,3
38,0,Research & Development,Healthcare Representative,2,No,Travel_Rarely,23,4,4,2,3,2,2,1,3.25,High,0,Low,36.17152614957746,1
26,1,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,16,2,1,4,3,3,2,0,2.5,Moderate,1,Medium,13.93370341761296,2
28,0,Research & Development,Research Scientist,1,No,Travel_Rarely,8,4,4,4,3,5,3,0,3.75,High,0,Low,66.66666666666667,1
49,0,Research & Development,Research Director,5,Yes,Travel_Frequently,10,1,3,4,3,3,2,1,2.75,Moderate,1,Medium,16.1129507192139,3
36,0,Research & Development,Research Scientist,2,No,Travel_Rarely,3,2,3,4,3,8,0,7,3.0,High,0,Low,45.566894604818266,1
31,0,Sales,Sales Representative,1,No,Travel_Frequently,5,2,4,3,2,2,2,2,3.0,High,1,Medium,36.17152614957746,2
26,1,Sales,Sales Executive,2,Yes,Travel_Rarely,4,4,4,2,3,8,7,7,3.0,High,1,Medium,36.17152614957746,2
37,0,Research & Development,Research Scientist,1,Yes,Travel_Frequently,9,4,2,3,2,4,2,1,3.0,High,2,High,36.17152614957746,3
42,0,Sales,Sales Executive,4,No,Travel_Frequently,26,2,3,4,4,20,4,4,3.0,High,0,Low,36.17152614957746,2
18,1,Research & Development,Laboratory Technician,1,No,Travel_Rarely,3,3,3,3,3,0,0,0,3.0,High,0,Low,100.0,1
35,0,Sales,Sales Executive,3,No,Travel_Rarely,16,2,3,3,2,11,9,6,2.75,Moderate,1,Medium,61.50998205402495,1
36,0,Research & Development,Laboratory Technician,1,No,Travel_Frequently,18,4,3,4,3,1,0,0,3.75,High,0,Low,61.50998205402495,2
51,0,Research & Development,Manufacturing Director,2,No,Travel_Rarely,2,2,4,4,3,4,1,1,2.75,Moderate,0,Low,36.17152614957746,1
41,0,Sales,Manager,4,No,Travel_Rarely,2,2,4,2,3,22,10,0,2.75,Moderate,0,Low,36.17152614957746,1
18,0,Sales,Sales Representative,1,No,Travel_Rarely,10,3,4,1,3,0,0,0,2.5,Moderate,0,Low,16.1129507192139,1
28,0,Research & Development,Healthcare Representative,2,No,Travel_Rarely,16,1,2,3,3,8,3,0,2.5,Moderate,0,Low,36.17152614957746,1
31,0,Sales,Sales Executive,2,No,Travel_Rarely,7,4,2,2,2,8,7,7,3.0,High,1,Medium,33.33333333333334,1
39,0,Research & Development,Healthcare Representative,3,No,Travel_Rarely,1,4,3,1,2,18,10,3,3.0,High,1,Medium,13.93370341761296,1
36,0,Research & Development,Laboratory Technician,2,No,Non-Travel,24,2,2,3,3,9,8,0,2.5,Moderate,0,Low,61.50998205402495,0
32,0,Sales,Sales Executive,2,No,Travel_Rarely,7,3,4,3,2,13,8,4,3.0,High,1,Medium,45.566894604818266,1
38,0,Research & Development,Research Director,3,No,Travel_Rarely,25,2,1,3,3,10,8,0,2.0,Moderate,0,Low,36.17152614957746,1
58,0,Research & Development,Healthcare Representative,2,Yes,Non-Travel,1,3,4,4,3,5,3,1,3.0,High,1,Medium,61.50998205402495,1
31,0,Research & Development,Research Scientist,1,Yes,Travel_Rarely,5,4,3,3,3,5,2,0,3.25,High,1,Medium,66.66666666666667,2
31,0,Human Resources,Human Resources,2,No,Travel_Rarely,2,1,1,4,3,2,2,1,2.0,Moderate,0,Low,0.0,1
45,0,Research & Development,Laboratory Technician,3,No,Travel_Frequently,7,1,1,1,3,24,9,9,1.5,Low,0,Low,33.33333333333334,2
31,0,Research & Development,Research Scientist,1,Yes,Travel_Rarely,2,4,3,2,1,2,2,2,3.0,High,2,High,13.93370341761296,2
33,0,Research & Development,Manager,3,No,Travel_Frequently,5,2,4,2,3,10,6,8,2.75,Moderate,0,Low,36.17152614957746,2
39,0,Research & Development,Manager,4,Yes,Travel_Rarely,10,1,3,4,3,21,9,11,2.75,Moderate,1,Medium,16.1129507192139,2
43,0,Research & Development,Laboratory Technician,1,No,Travel_Frequently,10,4,3,1,3,8,7,1,2.75,Moderate,0,Low,16.1129507192139,2
49,0,Research & Development,Healthcare Representative,4,Yes,Travel_Rarely,1,3,3,4,3,7,1,0,3.0,High,1,Medium,66.66666666666667,2
52,1,Research & Development,Research Scientist,2,No,Travel_Rarely,8,2,3,1,2,8,2,7,2.0,Moderate,1,Medium,45.566894604818266,1
27,0,Research & Development,Research Scientist,1,Yes,Travel_Rarely,5,2,3,2,2,4,3,1,2.5,Moderate,2,High,66.66666666666667,2
32,0,Sales,Sales Executive,2,Yes,Travel_Rarely,8,2,3,4,3,13,12,11,2.75,Moderate,1,Medium,45.566894604818266,2
27,0,Sales,Sales Executive,2,Yes,Travel_Rarely,2,3,4,1,3,5,4,0,2.75,Moderate,1,Medium,16.1129507192139,2
31,0,Sales,Sales Executive,2,No,Travel_Rarely,7,4,4,4,3,7,7,1,3.75,High,0,Low,66.66666666666667,1
32,0,Research & Development,Research Scientist,2,No,Travel_Rarely,2,4,1,3,2,7,7,0,3.0,High,1,Medium,13.93370341761296,1
28,1,Research & Development,Research Scientist,1,Yes,Travel_Rarely,2,4,1,4,2,3,2,2,2.5,Moderate,2,High,0.0,2
30,0,Research & Development,Research Scientist,2,No,Travel_Rarely,28,4,4,4,3,10,8,1,3.75,High,0,Low,66.66666666666667,1
31,0,Research & Development,Manufacturing Director,3,No,Travel_Frequently,7,3,3,1,3,10,9,8,2.25,Moderate,0,Low,33.33333333333334,2
39,0,Research & Development,Manager,5,No,Travel_Frequently,7,4,3,1,3,21,9,13,2.5,Moderate,0,Low,16.1129507192139,2
39,1,Sales,Sales Executive,2,Yes,Travel_Rarely,3,3,4,1,2,1,0,0,2.75,Moderate,2,High,13.93370341761296,2
33,0,Sales,Sales Executive,2,No,Travel_Frequently,10,4,2,3,2,7,7,0,2.75,Moderate,1,Medium,36.17152614957746,2
47,0,Research & Development,Research Director,5,No,Travel_Rarely,5,3,4,2,3,3,2,1,3.0,High,0,Low,45.566894604818266,1
43,0,Research & Development,Laboratory Technician,2,No,Travel_Frequently,10,3,3,2,4,9,7,0,2.5,Moderate,0,Low,45.566894604818266,2
27,0,Sales,Sales Executive,2,Yes,Non-Travel,1,2,3,4,3,5,4,1,3.0,High,1,Medium,45.566894604818266,1
54,0,Research & Development,Research Scientist,2,No,Travel_Frequently,20,3,4,4,2,4,3,0,3.5,High,1,Medium,36.17152614957746,2
43,0,Research & Development,Healthcare Representative,3,No,Travel_Rarely,7,1,3,1,2,1,0,0,2.0,Moderate,1,Medium,36.17152614957746,1
45,0,Research & Development,Research Scientist,2,No,Travel_Rarely,8,4,4,1,3,10,9,9,3.0,High,0,Low,5.71909584179366,1
40,0,Sales,Sales Executive,2,Yes,Travel_Rarely,1,4,2,3,2,4,3,0,2.5,Moderate,2,High,36.17152614957746,2
29,1,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,8,1,2,4,2,7,7,0,2.0,Moderate,2,High,16.1129507192139,2
29,0,Research & Development,Laboratory Technician,1,No,Travel_Rarely,9,4,2,3,3,3,2,2,2.75,Moderate,0,Low,45.566894604818266,1
30,0,Sales,Sales Executive,2,No,Travel_Rarely,5,3,4,3,3,10,9,1,3.0,High,0,Low,66.66666666666667,1
27,0,Sales,Sales Executive,2,No,Travel_Rarely,8,2,2,1,3,8,7,0,2.0,Moderate,0,Low,45.566894604818266,1
37,0,Research & Development,Manufacturing Director,2,No,Travel_Rarely,5,4,4,3,2,6,2,0,3.5,High,1,Medium,36.17152614957746,1
38,0,Research & Development,Research Director,3,Yes,Travel_Rarely,15,4,3,2,3,11,10,2,2.75,Moderate,1,Medium,45.566894604818266,2
31,0,Research & Development,Manufacturing Director,3,Yes,Travel_Rarely,7,4,3,3,2,11,9,4,3.25,High,2,High,45.566894604818266,2
29,0,Sales,Sales Executive,2,Yes,Travel_Rarely,10,2,4,1,3,7,7,1,2.25,Moderate,1,Medium,13.93370341761296,2
35,0,Research & Development,Manufacturing Director,3,No,Travel_Rarely,5,2,3,4,3,16,6,0,3.0,High,0,Low,45.566894604818266,1
23,0,Research & Development,Research Scientist,1,No,Travel_Rarely,26,4,3,3,2,4,2,0,3.25,High,1,Medium,45.566894604818266,1
41,0,Research & Development,Manufacturing Director,2,Yes,Travel_Rarely,6,2,4,4,3,5,4,1,3.0,High,1,Medium,36.17152614957746,2
47,0,Sales,Sales Representative,2,No,Travel_Frequently,4,3,2,1,3,0,0,0,2.25,Moderate,0,Low,36.17152614957746,2
42,0,Research & Development,Research Director,4,No,Travel_Rarely,23,4,1,2,3,1,0,0,2.5,Moderate,0,Low,13.93370341761296,1
29,0,Sales,Sales Executive,2,No,Non-Travel,2,3,4,1,2,4,3,0,2.75,Moderate,1,Medium,13.93370341761296,0
42,0,Human Resources,Human Resources,1,Yes,Travel_Rarely,2,3,3,3,3,3,2,1,3.0,High,1,Medium,100.0,2
32,0,Research & Development,Laboratory Technician,1,No,Travel_Rarely,2,2,3,3,3,8,0,0,2.75,Moderate,0,Low,66.66666666666667,1
48,0,Sales,Manager,3,No,Travel_Rarely,29,3,1,2,1,0,0,0,2.25,Moderate,1,Medium,36.17152614957746,1
37,0,Research & Development,Research Scientist,2,Yes,Travel_Rarely,6,1,3,1,3,7,7,6,2.25,Moderate,1,Medium,23.019964108049905,2
30,0,Sales,Sales Executive,2,Yes,Non-Travel,25,3,4,2,4,2,2,2,3.0,High,1,Medium,36.17152614957746,1
26,0,Sales,Sales Executive,2,No,Travel_Rarely,1,3,3,2,3,8,7,7,2.75,Moderate,0,Low,66.66666666666667,1
42,0,Research & Development,Healthcare Representative,2,No,Travel_Rarely,2,4,1,2,3,1,0,0,2.25,Moderate,0,Low,13.93370341761296,1
21,1,Sales,Sales Representative,1,Yes,Travel_Frequently,1,2,1,3,3,3,2,1,2.0,Moderate,1,Medium,36.17152614957746,3
36,0,Sales,Sales Executive,2,No,Non-Travel,1,4,4,2,3,1,0,0,3.25,High,0,Low,36.17152614957746,0
36,0,Sales,Sales Executive,3,No,Travel_Frequently,3,4,1,1,3,13,9,1,2.0,Moderate,0,Low,0.0,2
57,0,Research & Development,Healthcare Representative,2,No,Travel_Rarely,1,3,4,3,3,3,2,1,3.25,High,0,Low,66.66666666666667,1
40,0,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,10,3,4,3,3,7,7,1,3.5,High,1,Medium,66.66666666666667,2
21,0,Sales,Sales Representative,1,No,Non-Travel,9,4,1,3,2,3,2,2,2.75,Moderate,1,Medium,13.93370341761296,0
33,1,Sales,Sales Representative,1,Yes,Travel_Rarely,5,3,4,2,3,1,0,0,3.0,High,1,Medium,45.566894604818266,2
37,0,Research & Development,Laboratory Technician,1,No,Travel_Rarely,10,1,3,2,3,5,4,0,2.25,Moderate,0,Low,36.17152614957746,1
46,0,Research & Development,Manufacturing Director,2,No,Non-Travel,7,3,3,3,4,1,0,0,3.0,High,0,Low,66.66666666666667,0
41,1,Sales,Sales Executive,2,No,Travel_Frequently,4,2,1,3,3,8,7,7,2.25,Moderate,0,Low,36.17152614957746,2
50,0,Research & Development,Healthcare Representative,3,No,Travel_Rarely,10,4,4,4,3,4,3,1,3.5,High,0,Low,66.66666666666667,1
40,1,Sales,Sales Executive,2,Yes,Travel_Rarely,22,3,3,1,3,6,4,1,2.25,Moderate,1,Medium,33.33333333333334,2
31,0,Research & Development,Research Scientist,1,Yes,Travel_Rarely,9,2,3,4,3,2,2,2,2.75,Moderate,1,Medium,45.566894604818266,2
21,1,Sales,Sales Representative,1,No,Travel_Rarely,12,2,3,4,3,1,0,0,3.25,High,0,Low,45.566894604818266,1
29,0,Research & Development,Research Scientist,1,No,Travel_Rarely,23,4,4,4,3,3,2,1,3.75,High,0,Low,66.66666666666667,1
35,0,Research & Development,Healthcare Representative,2,No,Travel_Rarely,9,2,3,3,3,1,1,0,2.5,Moderate,0,Low,66.66666666666667,1
27,0,Research & Development,Laboratory Technician,1,No,Travel_Rarely,1,2,4,2,3,5,2,0,2.75,Moderate,0,Low,36.17152614957746,1
28,0,Sales,Sales Executive,2,No,Travel_Rarely,9,4,2,4,3,7,5,0,3.25,High,0,Low,36.17152614957746,1
49,0,Research & Development,Healthcare Representative,3,No,Travel_Rarely,7,3,2,3,3,5,2,0,2.5,Moderate,0,Low,66.66666666666667,1
51,0,Sales,Sales Executive,2,No,Travel_Rarely,14,4,3,3,2,7,7,0,3.25,High,1,Medium,45.566894604818266,1
36,0,Research & Development,Research Scientist,1,No,Travel_Rarely,2,3,4,2,3,2,2,2,3.0,High,0,Low,45.566894604818266,1
34,1,Sales,Sales Executive,2,Yes,Non-Travel,19,4,1,2,2,5,2,0,2.75,Moderate,2,High,16.1129507192139,1
55,0,Research & Development,Manager,4,Yes,Travel_Rarely,2,4,3,3,3,5,4,1,3.25,High,1,Medium,66.66666666666667,2
24,0,Sales,Sales Executive,2,Yes,Travel_Rarely,10,3,4,4,4,5,2,0,3.5,High,1,Medium,66.66666666666667,2
30,0,Sales,Sales Representative,1,No,Travel_Rarely,2,2,3,1,3,1,0,0,2.25,Moderate,0,Low,36.17152614957746,1
26,1,Research & Development,Research Scientist,1,No,Travel_Frequently,3,1,3,3,3,6,4,0,2.5,Moderate,0,Low,33.33333333333334,2
22,0,Research & Development,Research Scientist,1,No,Travel_Rarely,11,2,1,4,3,2,1,1,2.5,Moderate,0,Low,13.93370341761296,1
36,0,Sales,Sales Executive,3,No,Travel_Rarely,2,3,2,2,3,10,9,9,2.25,Moderate,0,Low,61.50998205402495,1
30,1,Research & Development,Research Scientist,1,Yes,Travel_Frequently,4,4,3,3,3,1,0,0,3.25,High,1,Medium,66.66666666666667,3
37,0,Research & Development,Laboratory Technician,1,No,Travel_Rarely,14,1,4,3,2,18,7,12,2.75,Moderate,1,Medium,13.93370341761296,1
40,0,Sales,Sales Executive,2,No,Travel_Rarely,2,2,4,3,3,5,4,1,3.0,High,0,Low,45.566894604818266,1
42,0,Research & Development,Laboratory Technician,1,No,Travel_Rarely,1,1,2,2,3,5,2,1,2.0,Moderate,0,Low,45.566894604818266,1
37,0,Research & Development,Manufacturing Director,2,Yes,Travel_Rarely,10,2,3,4,2,1,0,0,3.0,High,2,High,36.17152614957746,2
43,0,Research & Development,Research Director,4,No,Travel_Rarely,12,2,1,3,3,25,10,3,2.0,Moderate,0,Low,36.17152614957746,1
40,0,Research & Development,Laboratory Technician,2,No,Travel_Rarely,2,3,2,2,3,1,0,0,2.25,Moderate,0,Low,61.50998205402495,1
54,0,Research & Development,Research Director,5,No,Travel_Rarely,5,1,1,3,2,4,2,1,2.0,Moderate,1,Medium,36.17152614957746,1
34,0,Sales,Sales Executive,2,No,Non-Travel,4,3,3,1,3,3,2,1,2.5,Moderate,0,Low,33.33333333333334,0
31,0,Research & Development,Manufacturing Director,2,No,Travel_Rarely,7,1,2,2,1,13,10,3,2.0,Moderate,1,Medium,61.50998205402495,1
43,0,Research & Development,Laboratory Technician,1,No,Travel_Frequently,21,4,4,1,3,3,2,1,3.0,High,0,Low,5.71909584179366,2
43,0,Research & Development,Healthcare Representative,2,Yes,Travel_Rarely,8,3,3,4,3,5,2,0,3.25,High,1,Medium,66.66666666666667,2
